case_id,terrain,difficulty_row,source_column,seed,command_bin,replicate,vx_m_s,vy_m_s,yaw_rad_s
1000198,smooth_slope,0,0,210001,standing,6,0,0,0
1000199,smooth_slope,0,1,210001,standing,7,0,0,0
1000256,smooth_slope,0,0,210001,low_speed,0,0.25,0,0
1000257,smooth_slope,0,0,210001,low_speed,1,-0.25,0,0
1000258,smooth_slope,0,0,210001,low_speed,2,0,0.25,0.25
1000259,smooth_slope,0,0,210001,low_speed,3,0,-0.25,-0.25
1000260,smooth_slope,0,1,210001,low_speed,4,0.25,0,0
1000261,smooth_slope,0,1,210001,low_speed,5,-0.25,0,0
1000262,smooth_slope,0,1,210001,low_speed,6,0,0.25,0.25
1000263,smooth_slope,0,1,210001,low_speed,7,0,-0.25,-0.25
1000320,smooth_slope,0,0,210001,normal_motion,0,0.75,0,0
1000321,smooth_slope,0,0,210001,normal_motion,1,-0.75,0,0
1000322,smooth_slope,0,0,210001,normal_motion,2,0,0.75,0.5
1000323,smooth_slope,0,0,210001,normal_motion,3,0,-0.75,-0.5
1000324,smooth_slope,0,1,210001,normal_motion,4,0.75,0,0
1000325,smooth_slope,0,1,210001,normal_motion,5,-0.75,0,0
1000326,smooth_slope,0,1,210001,normal_motion,6,0,0.75,0.5
1000327,smooth_slope,0,1,210001,normal_motion,7,0,-0.75,-0.5
1000384,smooth_slope,0,0,210002,standing,0,0,0,0
1000385,smooth_slope,0,1,210002,standing,1,0,0,0
1000386,smooth_slope,0,0,210002,standing,2,0,0,0
1000387,smooth_slope,0,1,210002,standing,3,0,0,0
1000388,smooth_slope,0,0,210002,standing,4,0,0,0
1000389,smooth_slope,0,1,210002,standing,5,0,0,0
1000390,smooth_slope,0,0,210002,standing,6,0,0,0
1000391,smooth_slope,0,1,210002,standing,7,0,0,0
1000448,smooth_slope,0,0,210002,low_speed,0,0.25,0,0
1000449,smooth_slope,0,0,210002,low_speed,1,-0.25,0,0
1000450,smooth_slope,0,0,210002,low_speed,2,0,0.25,0.25
1000451,smooth_slope,0,0,210002,low_speed,3,0,-0.25,-0.25
1000452,smooth_slope,0,1,210002,low_speed,4,0.25,0,0
1000453,smooth_slope,0,1,210002,low_speed,5,-0.25,0,0
1000454,smooth_slope,0,1,210002,low_speed,6,0,0.25,0.25
1000455,smooth_slope,0,1,210002,low_speed,7,0,-0.25,-0.25
1000512,smooth_slope,0,0,210002,normal_motion,0,0.75,0,0
1000513,smooth_slope,0,0,210002,normal_motion,1,-0.75,0,0
1000514,smooth_slope,0,0,210002,normal_motion,2,0,0.75,0.5
1000515,smooth_slope,0,0,210002,normal_motion,3,0,-0.75,-0.5
1000516,smooth_slope,0,1,210002,normal_motion,4,0.75,0,0
1000517,smooth_slope,0,1,210002,normal_motion,5,-0.75,0,0
1000518,smooth_slope,0,1,210002,normal_motion,6,0,0.75,0.5
1000519,smooth_slope,0,1,210002,normal_motion,7,0,-0.75,-0.5
1000576,smooth_slope,1,0,210000,standing,0,0,0,0
1000577,smooth_slope,1,1,210000,standing,1,0,0,0
1000578,smooth_slope,1,0,210000,standing,2,0,0,0
1000579,smooth_slope,1,1,210000,standing,3,0,0,0
1000580,smooth_slope,1,0,210000,standing,4,0,0,0
1000581,smooth_slope,1,1,210000,standing,5,0,0,0
1000582,smooth_slope,1,0,210000,standing,6,0,0,0
1000583,smooth_slope,1,1,210000,standing,7,0,0,0
1000640,smooth_slope,1,0,210000,low_speed,0,0.25,0,0
1000641,smooth_slope,1,0,210000,low_speed,1,-0.25,0,0
1000642,smooth_slope,1,0,210000,low_speed,2,0,0.25,0.25
1000643,smooth_slope,1,0,210000,low_speed,3,0,-0.25,-0.25
1000644,smooth_slope,1,1,210000,low_speed,4,0.25,0,0
1000645,smooth_slope,1,1,210000,low_speed,5,-0.25,0,0
1000646,smooth_slope,1,1,210000,low_speed,6,0,0.25,0.25
1000647,smooth_slope,1,1,210000,low_speed,7,0,-0.25,-0.25
1000704,smooth_slope,1,0,210000,normal_motion,0,0.75,0,0
1000705,smooth_slope,1,0,210000,normal_motion,1,-0.75,0,0
1000706,smooth_slope,1,0,210000,normal_motion,2,0,0.75,0.5
1000707,smooth_slope,1,0,210000,normal_motion,3,0,-0.75,-0.5
1000708,smooth_slope,1,1,210000,normal_motion,4,0.75,0,0
1000709,smooth_slope,1,1,210000,normal_motion,5,-0.75,0,0
1000710,smooth_slope,1,1,210000,normal_motion,6,0,0.75,0.5
1000711,smooth_slope,1,1,210000,normal_motion,7,0,-0.75,-0.5
1000768,smooth_slope,1,0,210001,standing,0,0,0,0
1000769,smooth_slope,1,1,210001,standing,1,0,0,0
1000770,smooth_slope,1,0,210001,standing,2,0,0,0
1000771,smooth_slope,1,1,210001,standing,3,0,0,0
1000772,smooth_slope,1,0,210001,standing,4,0,0,0
1000773,smooth_slope,1,1,210001,standing,5,0,0,0
1000774,smooth_slope,1,0,210001,standing,6,0,0,0
1000775,smooth_slope,1,1,210001,standing,7,0,0,0
1000832,smooth_slope,1,0,210001,low_speed,0,0.25,0,0
1000833,smooth_slope,1,0,210001,low_speed,1,-0.25,0,0
1000834,smooth_slope,1,0,210001,low_speed,2,0,0.25,0.25
1000835,smooth_slope,1,0,210001,low_speed,3,0,-0.25,-0.25
1000836,smooth_slope,1,1,210001,low_speed,4,0.25,0,0
1000837,smooth_slope,1,1,210001,low_speed,5,-0.25,0,0
1000838,smooth_slope,1,1,210001,low_speed,6,0,0.25,0.25
1000839,smooth_slope,1,1,210001,low_speed,7,0,-0.25,-0.25
1000896,smooth_slope,1,0,210001,normal_motion,0,0.75,0,0
1000897,smooth_slope,1,0,210001,normal_motion,1,-0.75,0,0
1000898,smooth_slope,1,0,210001,normal_motion,2,0,0.75,0.5
1000899,smooth_slope,1,0,210001,normal_motion,3,0,-0.75,-0.5
1000900,smooth_slope,1,1,210001,normal_motion,4,0.75,0,0
1000901,smooth_slope,1,1,210001,normal_motion,5,-0.75,0,0
1000902,smooth_slope,1,1,210001,normal_motion,6,0,0.75,0.5
1000903,smooth_slope,1,1,210001,normal_motion,7,0,-0.75,-0.5
1000960,smooth_slope,1,0,210002,standing,0,0,0,0
1000961,smooth_slope,1,1,210002,standing,1,0,0,0
1000962,smooth_slope,1,0,210002,standing,2,0,0,0
1000963,smooth_slope,1,1,210002,standing,3,0,0,0
1000964,smooth_slope,1,0,210002,standing,4,0,0,0
1000965,smooth_slope,1,1,210002,standing,5,0,0,0
1000966,smooth_slope,1,0,210002,standing,6,0,0,0
1000967,smooth_slope,1,1,210002,standing,7,0,0,0
1001024,smooth_slope,1,0,210002,low_speed,0,0.25,0,0
1001025,smooth_slope,1,0,210002,low_speed,1,-0.25,0,0
1001026,smooth_slope,1,0,210002,low_speed,2,0,0.25,0.25
1001027,smooth_slope,1,0,210002,low_speed,3,0,-0.25,-0.25
1001028,smooth_slope,1,1,210002,low_speed,4,0.25,0,0
1001029,smooth_slope,1,1,210002,low_speed,5,-0.25,0,0
1001030,smooth_slope,1,1,210002,low_speed,6,0,0.25,0.25
1001031,smooth_slope,1,1,210002,low_speed,7,0,-0.25,-0.25
1001088,smooth_slope,1,0,210002,normal_motion,0,0.75,0,0
1001089,smooth_slope,1,0,210002,normal_motion,1,-0.75,0,0
1001090,smooth_slope,1,0,210002,normal_motion,2,0,0.75,0.5
1001091,smooth_slope,1,0,210002,normal_motion,3,0,-0.75,-0.5
1001092,smooth_slope,1,1,210002,normal_motion,4,0.75,0,0
1001093,smooth_slope,1,1,210002,normal_motion,5,-0.75,0,0
1001094,smooth_slope,1,1,210002,normal_motion,6,0,0.75,0.5
1001095,smooth_slope,1,1,210002,normal_motion,7,0,-0.75,-0.5
1001152,smooth_slope,2,0,210000,standing,0,0,0,0
1001153,smooth_slope,2,1,210000,standing,1,0,0,0
1001154,smooth_slope,2,0,210000,standing,2,0,0,0
1001155,smooth_slope,2,1,210000,standing,3,0,0,0
1001156,smooth_slope,2,0,210000,standing,4,0,0,0
1001157,smooth_slope,2,1,210000,standing,5,0,0,0
1001158,smooth_slope,2,0,210000,standing,6,0,0,0
1001159,smooth_slope,2,1,210000,standing,7,0,0,0
1001216,smooth_slope,2,0,210000,low_speed,0,0.25,0,0
1001217,smooth_slope,2,0,210000,low_speed,1,-0.25,0,0
1001218,smooth_slope,2,0,210000,low_speed,2,0,0.25,0.25
1001219,smooth_slope,2,0,210000,low_speed,3,0,-0.25,-0.25
1001220,smooth_slope,2,1,210000,low_speed,4,0.25,0,0
1001221,smooth_slope,2,1,210000,low_speed,5,-0.25,0,0
1001222,smooth_slope,2,1,210000,low_speed,6,0,0.25,0.25
1001223,smooth_slope,2,1,210000,low_speed,7,0,-0.25,-0.25
1001280,smooth_slope,2,0,210000,normal_motion,0,0.75,0,0
1001281,smooth_slope,2,0,210000,normal_motion,1,-0.75,0,0
1001282,smooth_slope,2,0,210000,normal_motion,2,0,0.75,0.5
1001283,smooth_slope,2,0,210000,normal_motion,3,0,-0.75,-0.5
1001284,smooth_slope,2,1,210000,normal_motion,4,0.75,0,0
1001285,smooth_slope,2,1,210000,normal_motion,5,-0.75,0,0
1001286,smooth_slope,2,1,210000,normal_motion,6,0,0.75,0.5
1001287,smooth_slope,2,1,210000,normal_motion,7,0,-0.75,-0.5
1001344,smooth_slope,2,0,210001,standing,0,0,0,0
1001345,smooth_slope,2,1,210001,standing,1,0,0,0
1001346,smooth_slope,2,0,210001,standing,2,0,0,0
1001347,smooth_slope,2,1,210001,standing,3,0,0,0
1001348,smooth_slope,2,0,210001,standing,4,0,0,0
1001349,smooth_slope,2,1,210001,standing,5,0,0,0
1001350,smooth_slope,2,0,210001,standing,6,0,0,0
1001351,smooth_slope,2,1,210001,standing,7,0,0,0
1001408,smooth_slope,2,0,210001,low_speed,0,0.25,0,0
1001409,smooth_slope,2,0,210001,low_speed,1,-0.25,0,0
1001410,smooth_slope,2,0,210001,low_speed,2,0,0.25,0.25
1001411,smooth_slope,2,0,210001,low_speed,3,0,-0.25,-0.25
1001412,smooth_slope,2,1,210001,low_speed,4,0.25,0,0
1001413,smooth_slope,2,1,210001,low_speed,5,-0.25,0,0
1001414,smooth_slope,2,1,210001,low_speed,6,0,0.25,0.25
1001415,smooth_slope,2,1,210001,low_speed,7,0,-0.25,-0.25
1001472,smooth_slope,2,0,210001,normal_motion,0,0.75,0,0
1001473,smooth_slope,2,0,210001,normal_motion,1,-0.75,0,0
1001474,smooth_slope,2,0,210001,normal_motion,2,0,0.75,0.5
1001475,smooth_slope,2,0,210001,normal_motion,3,0,-0.75,-0.5
1001476,smooth_slope,2,1,210001,normal_motion,4,0.75,0,0
1001477,smooth_slope,2,1,210001,normal_motion,5,-0.75,0,0
1001478,smooth_slope,2,1,210001,normal_motion,6,0,0.75,0.5
1001479,smooth_slope,2,1,210001,normal_motion,7,0,-0.75,-0.5
1001536,smooth_slope,2,0,210002,standing,0,0,0,0
1001537,smooth_slope,2,1,210002,standing,1,0,0,0
1001538,smooth_slope,2,0,210002,standing,2,0,0,0
1001539,smooth_slope,2,1,210002,standing,3,0,0,0
1001540,smooth_slope,2,0,210002,standing,4,0,0,0
1001541,smooth_slope,2,1,210002,standing,5,0,0,0
1001542,smooth_slope,2,0,210002,standing,6,0,0,0
1001543,smooth_slope,2,1,210002,standing,7,0,0,0
1001600,smooth_slope,2,0,210002,low_speed,0,0.25,0,0
1001601,smooth_slope,2,0,210002,low_speed,1,-0.25,0,0
1001602,smooth_slope,2,0,210002,low_speed,2,0,0.25,0.25
1001603,smooth_slope,2,0,210002,low_speed,3,0,-0.25,-0.25
1001604,smooth_slope,2,1,210002,low_speed,4,0.25,0,0
1001605,smooth_slope,2,1,210002,low_speed,5,-0.25,0,0
1001606,smooth_slope,2,1,210002,low_speed,6,0,0.25,0.25
1001607,smooth_slope,2,1,210002,low_speed,7,0,-0.25,-0.25
1001664,smooth_slope,2,0,210002,normal_motion,0,0.75,0,0
1001665,smooth_slope,2,0,210002,normal_motion,1,-0.75,0,0
1001666,smooth_slope,2,0,210002,normal_motion,2,0,0.75,0.5
1001667,smooth_slope,2,0,210002,normal_motion,3,0,-0.75,-0.5
1001668,smooth_slope,2,1,210002,normal_motion,4,0.75,0,0
1001669,smooth_slope,2,1,210002,normal_motion,5,-0.75,0,0
1001670,smooth_slope,2,1,210002,normal_motion,6,0,0.75,0.5
1001671,smooth_slope,2,1,210002,normal_motion,7,0,-0.75,-0.5
1001728,smooth_slope,3,0,210000,standing,0,0,0,0
1001729,smooth_slope,3,1,210000,standing,1,0,0,0
1001730,smooth_slope,3,0,210000,standing,2,0,0,0
1001731,smooth_slope,3,1,210000,standing,3,0,0,0
1001732,smooth_slope,3,0,210000,standing,4,0,0,0
1001733,smooth_slope,3,1,210000,standing,5,0,0,0
1001734,smooth_slope,3,0,210000,standing,6,0,0,0
1001735,smooth_slope,3,1,210000,standing,7,0,0,0
1001792,smooth_slope,3,0,210000,low_speed,0,0.25,0,0
1001793,smooth_slope,3,0,210000,low_speed,1,-0.25,0,0
1001794,smooth_slope,3,0,210000,low_speed,2,0,0.25,0.25
1001795,smooth_slope,3,0,210000,low_speed,3,0,-0.25,-0.25
1001796,smooth_slope,3,1,210000,low_speed,4,0.25,0,0
1001797,smooth_slope,3,1,210000,low_speed,5,-0.25,0,0
1001798,smooth_slope,3,1,210000,low_speed,6,0,0.25,0.25
1001799,smooth_slope,3,1,210000,low_speed,7,0,-0.25,-0.25
1001856,smooth_slope,3,0,210000,normal_motion,0,0.75,0,0
1001857,smooth_slope,3,0,210000,normal_motion,1,-0.75,0,0
1001858,smooth_slope,3,0,210000,normal_motion,2,0,0.75,0.5
1001859,smooth_slope,3,0,210000,normal_motion,3,0,-0.75,-0.5
1001860,smooth_slope,3,1,210000,normal_motion,4,0.75,0,0
1001861,smooth_slope,3,1,210000,normal_motion,5,-0.75,0,0
1001862,smooth_slope,3,1,210000,normal_motion,6,0,0.75,0.5
1001863,smooth_slope,3,1,210000,normal_motion,7,0,-0.75,-0.5
1001920,smooth_slope,3,0,210001,standing,0,0,0,0
1001921,smooth_slope,3,1,210001,standing,1,0,0,0
1001922,smooth_slope,3,0,210001,standing,2,0,0,0
1001923,smooth_slope,3,1,210001,standing,3,0,0,0
1001924,smooth_slope,3,0,210001,standing,4,0,0,0
1001925,smooth_slope,3,1,210001,standing,5,0,0,0
1001926,smooth_slope,3,0,210001,standing,6,0,0,0
1001927,smooth_slope,3,1,210001,standing,7,0,0,0
1001984,smooth_slope,3,0,210001,low_speed,0,0.25,0,0
1001985,smooth_slope,3,0,210001,low_speed,1,-0.25,0,0
1001986,smooth_slope,3,0,210001,low_speed,2,0,0.25,0.25
1001987,smooth_slope,3,0,210001,low_speed,3,0,-0.25,-0.25
1001988,smooth_slope,3,1,210001,low_speed,4,0.25,0,0
1001989,smooth_slope,3,1,210001,low_speed,5,-0.25,0,0
1001990,smooth_slope,3,1,210001,low_speed,6,0,0.25,0.25
1001991,smooth_slope,3,1,210001,low_speed,7,0,-0.25,-0.25
1002048,smooth_slope,3,0,210001,normal_motion,0,0.75,0,0
1002049,smooth_slope,3,0,210001,normal_motion,1,-0.75,0,0
1002050,smooth_slope,3,0,210001,normal_motion,2,0,0.75,0.5
1002051,smooth_slope,3,0,210001,normal_motion,3,0,-0.75,-0.5
1002052,smooth_slope,3,1,210001,normal_motion,4,0.75,0,0
1002053,smooth_slope,3,1,210001,normal_motion,5,-0.75,0,0
1002054,smooth_slope,3,1,210001,normal_motion,6,0,0.75,0.5
1002055,smooth_slope,3,1,210001,normal_motion,7,0,-0.75,-0.5
1002112,smooth_slope,3,0,210002,standing,0,0,0,0
1002113,smooth_slope,3,1,210002,standing,1,0,0,0
1002114,smooth_slope,3,0,210002,standing,2,0,0,0
1002115,smooth_slope,3,1,210002,standing,3,0,0,0
1002116,smooth_slope,3,0,210002,standing,4,0,0,0
1002117,smooth_slope,3,1,210002,standing,5,0,0,0
1002118,smooth_slope,3,0,210002,standing,6,0,0,0
1002119,smooth_slope,3,1,210002,standing,7,0,0,0
1002176,smooth_slope,3,0,210002,low_speed,0,0.25,0,0
1002177,smooth_slope,3,0,210002,low_speed,1,-0.25,0,0
1002178,smooth_slope,3,0,210002,low_speed,2,0,0.25,0.25
1002179,smooth_slope,3,0,210002,low_speed,3,0,-0.25,-0.25
1002180,smooth_slope,3,1,210002,low_speed,4,0.25,0,0
1002181,smooth_slope,3,1,210002,low_speed,5,-0.25,0,0
1002182,smooth_slope,3,1,210002,low_speed,6,0,0.25,0.25
1002183,smooth_slope,3,1,210002,low_speed,7,0,-0.25,-0.25
1002240,smooth_slope,3,0,210002,normal_motion,0,0.75,0,0
1002241,smooth_slope,3,0,210002,normal_motion,1,-0.75,0,0
1002242,smooth_slope,3,0,210002,normal_motion,2,0,0.75,0.5
1002243,smooth_slope,3,0,210002,normal_motion,3,0,-0.75,-0.5
1002244,smooth_slope,3,1,210002,normal_motion,4,0.75,0,0
1002245,smooth_slope,3,1,210002,normal_motion,5,-0.75,0,0
1002246,smooth_slope,3,1,210002,normal_motion,6,0,0.75,0.5
1002247,smooth_slope,3,1,210002,normal_motion,7,0,-0.75,-0.5
1002304,smooth_slope,4,0,210000,standing,0,0,0,0
1002305,smooth_slope,4,1,210000,standing,1,0,0,0
1002306,smooth_slope,4,0,210000,standing,2,0,0,0
1002307,smooth_slope,4,1,210000,standing,3,0,0,0
1002308,smooth_slope,4,0,210000,standing,4,0,0,0
1002309,smooth_slope,4,1,210000,standing,5,0,0,0
1002310,smooth_slope,4,0,210000,standing,6,0,0,0
1002311,smooth_slope,4,1,210000,standing,7,0,0,0
1002368,smooth_slope,4,0,210000,low_speed,0,0.25,0,0
1002369,smooth_slope,4,0,210000,low_speed,1,-0.25,0,0
1002370,smooth_slope,4,0,210000,low_speed,2,0,0.25,0.25
1002371,smooth_slope,4,0,210000,low_speed,3,0,-0.25,-0.25
1002372,smooth_slope,4,1,210000,low_speed,4,0.25,0,0
1002373,smooth_slope,4,1,210000,low_speed,5,-0.25,0,0
1002374,smooth_slope,4,1,210000,low_speed,6,0,0.25,0.25
1002375,smooth_slope,4,1,210000,low_speed,7,0,-0.25,-0.25
1002432,smooth_slope,4,0,210000,normal_motion,0,0.75,0,0
1002433,smooth_slope,4,0,210000,normal_motion,1,-0.75,0,0
1002434,smooth_slope,4,0,210000,normal_motion,2,0,0.75,0.5
1002435,smooth_slope,4,0,210000,normal_motion,3,0,-0.75,-0.5
1002436,smooth_slope,4,1,210000,normal_motion,4,0.75,0,0
1002437,smooth_slope,4,1,210000,normal_motion,5,-0.75,0,0
1002438,smooth_slope,4,1,210000,normal_motion,6,0,0.75,0.5
1002439,smooth_slope,4,1,210000,normal_motion,7,0,-0.75,-0.5
1002496,smooth_slope,4,0,210001,standing,0,0,0,0
1002497,smooth_slope,4,1,210001,standing,1,0,0,0
1002498,smooth_slope,4,0,210001,standing,2,0,0,0
1002499,smooth_slope,4,1,210001,standing,3,0,0,0
1002500,smooth_slope,4,0,210001,standing,4,0,0,0
1002501,smooth_slope,4,1,210001,standing,5,0,0,0
1002502,smooth_slope,4,0,210001,standing,6,0,0,0
1002503,smooth_slope,4,1,210001,standing,7,0,0,0
1002560,smooth_slope,4,0,210001,low_speed,0,0.25,0,0
1002561,smooth_slope,4,0,210001,low_speed,1,-0.25,0,0
1002562,smooth_slope,4,0,210001,low_speed,2,0,0.25,0.25
1002563,smooth_slope,4,0,210001,low_speed,3,0,-0.25,-0.25
1002564,smooth_slope,4,1,210001,low_speed,4,0.25,0,0
1002565,smooth_slope,4,1,210001,low_speed,5,-0.25,0,0
1002566,smooth_slope,4,1,210001,low_speed,6,0,0.25,0.25
1002567,smooth_slope,4,1,210001,low_speed,7,0,-0.25,-0.25
1002624,smooth_slope,4,0,210001,normal_motion,0,0.75,0,0
1002625,smooth_slope,4,0,210001,normal_motion,1,-0.75,0,0
1002626,smooth_slope,4,0,210001,normal_motion,2,0,0.75,0.5
1002627,smooth_slope,4,0,210001,normal_motion,3,0,-0.75,-0.5
1002628,smooth_slope,4,1,210001,normal_motion,4,0.75,0,0
1002629,smooth_slope,4,1,210001,normal_motion,5,-0.75,0,0
1002630,smooth_slope,4,1,210001,normal_motion,6,0,0.75,0.5
1002631,smooth_slope,4,1,210001,normal_motion,7,0,-0.75,-0.5
1002688,smooth_slope,4,0,210002,standing,0,0,0,0
1002689,smooth_slope,4,1,210002,standing,1,0,0,0
1002690,smooth_slope,4,0,210002,standing,2,0,0,0
1002691,smooth_slope,4,1,210002,standing,3,0,0,0
1002692,smooth_slope,4,0,210002,standing,4,0,0,0
1002693,smooth_slope,4,1,210002,standing,5,0,0,0
1002694,smooth_slope,4,0,210002,standing,6,0,0,0
1002695,smooth_slope,4,1,210002,standing,7,0,0,0
1002752,smooth_slope,4,0,210002,low_speed,0,0.25,0,0
1002753,smooth_slope,4,0,210002,low_speed,1,-0.25,0,0
1002754,smooth_slope,4,0,210002,low_speed,2,0,0.25,0.25
1002755,smooth_slope,4,0,210002,low_speed,3,0,-0.25,-0.25
1002756,smooth_slope,4,1,210002,low_speed,4,0.25,0,0
1002757,smooth_slope,4,1,210002,low_speed,5,-0.25,0,0
1002758,smooth_slope,4,1,210002,low_speed,6,0,0.25,0.25
1002759,smooth_slope,4,1,210002,low_speed,7,0,-0.25,-0.25
1002816,smooth_slope,4,0,210002,normal_motion,0,0.75,0,0
1002817,smooth_slope,4,0,210002,normal_motion,1,-0.75,0,0
1002818,smooth_slope,4,0,210002,normal_motion,2,0,0.75,0.5
1002819,smooth_slope,4,0,210002,normal_motion,3,0,-0.75,-0.5
1002820,smooth_slope,4,1,210002,normal_motion,4,0.75,0,0
1002821,smooth_slope,4,1,210002,normal_motion,5,-0.75,0,0
1002822,smooth_slope,4,1,210002,normal_motion,6,0,0.75,0.5
1002823,smooth_slope,4,1,210002,normal_motion,7,0,-0.75,-0.5
1002880,smooth_slope,5,0,210000,standing,0,0,0,0
1002881,smooth_slope,5,1,210000,standing,1,0,0,0
1002882,smooth_slope,5,0,210000,standing,2,0,0,0
1002883,smooth_slope,5,1,210000,standing,3,0,0,0
1002884,smooth_slope,5,0,210000,standing,4,0,0,0
1002885,smooth_slope,5,1,210000,standing,5,0,0,0
1002886,smooth_slope,5,0,210000,standing,6,0,0,0
1002887,smooth_slope,5,1,210000,standing,7,0,0,0
1002944,smooth_slope,5,0,210000,low_speed,0,0.25,0,0
1002945,smooth_slope,5,0,210000,low_speed,1,-0.25,0,0
1002946,smooth_slope,5,0,210000,low_speed,2,0,0.25,0.25
1002947,smooth_slope,5,0,210000,low_speed,3,0,-0.25,-0.25
1002948,smooth_slope,5,1,210000,low_speed,4,0.25,0,0
1002949,smooth_slope,5,1,210000,low_speed,5,-0.25,0,0
1002950,smooth_slope,5,1,210000,low_speed,6,0,0.25,0.25
1002951,smooth_slope,5,1,210000,low_speed,7,0,-0.25,-0.25
1003008,smooth_slope,5,0,210000,normal_motion,0,0.75,0,0
1003009,smooth_slope,5,0,210000,normal_motion,1,-0.75,0,0
1003010,smooth_slope,5,0,210000,normal_motion,2,0,0.75,0.5
1003011,smooth_slope,5,0,210000,normal_motion,3,0,-0.75,-0.5
1003012,smooth_slope,5,1,210000,normal_motion,4,0.75,0,0
1003013,smooth_slope,5,1,210000,normal_motion,5,-0.75,0,0
1003014,smooth_slope,5,1,210000,normal_motion,6,0,0.75,0.5
1003015,smooth_slope,5,1,210000,normal_motion,7,0,-0.75,-0.5
1003072,smooth_slope,5,0,210001,standing,0,0,0,0
1003073,smooth_slope,5,1,210001,standing,1,0,0,0
1003074,smooth_slope,5,0,210001,standing,2,0,0,0
1003075,smooth_slope,5,1,210001,standing,3,0,0,0
1003076,smooth_slope,5,0,210001,standing,4,0,0,0
1003077,smooth_slope,5,1,210001,standing,5,0,0,0
1003078,smooth_slope,5,0,210001,standing,6,0,0,0
1003079,smooth_slope,5,1,210001,standing,7,0,0,0
1003136,smooth_slope,5,0,210001,low_speed,0,0.25,0,0
1003137,smooth_slope,5,0,210001,low_speed,1,-0.25,0,0
1003138,smooth_slope,5,0,210001,low_speed,2,0,0.25,0.25
1003139,smooth_slope,5,0,210001,low_speed,3,0,-0.25,-0.25
1003140,smooth_slope,5,1,210001,low_speed,4,0.25,0,0
1003141,smooth_slope,5,1,210001,low_speed,5,-0.25,0,0
1003142,smooth_slope,5,1,210001,low_speed,6,0,0.25,0.25
1003143,smooth_slope,5,1,210001,low_speed,7,0,-0.25,-0.25
1003200,smooth_slope,5,0,210001,normal_motion,0,0.75,0,0
1003201,smooth_slope,5,0,210001,normal_motion,1,-0.75,0,0
1003202,smooth_slope,5,0,210001,normal_motion,2,0,0.75,0.5
1003203,smooth_slope,5,0,210001,normal_motion,3,0,-0.75,-0.5
1003204,smooth_slope,5,1,210001,normal_motion,4,0.75,0,0
1003205,smooth_slope,5,1,210001,normal_motion,5,-0.75,0,0
1003206,smooth_slope,5,1,210001,normal_motion,6,0,0.75,0.5
1003207,smooth_slope,5,1,210001,normal_motion,7,0,-0.75,-0.5
1003264,smooth_slope,5,0,210002,standing,0,0,0,0
1003265,smooth_slope,5,1,210002,standing,1,0,0,0
1003266,smooth_slope,5,0,210002,standing,2,0,0,0
1003267,smooth_slope,5,1,210002,standing,3,0,0,0
1003268,smooth_slope,5,0,210002,standing,4,0,0,0
1003269,smooth_slope,5,1,210002,standing,5,0,0,0
1003270,smooth_slope,5,0,210002,standing,6,0,0,0
1003271,smooth_slope,5,1,210002,standing,7,0,0,0
1003328,smooth_slope,5,0,210002,low_speed,0,0.25,0,0
1003329,smooth_slope,5,0,210002,low_speed,1,-0.25,0,0
1003330,smooth_slope,5,0,210002,low_speed,2,0,0.25,0.25
